project,experiment_name,experiment_key,metric,comet_metric,top_k,step,value,timestamp,download_source
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,0,0.174314334988594,1780202843435,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,1,0.2406966686248779,1780202949383,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,2,0.1500816345214843,1780203020585,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,3,0.2073653191328048,1780203094182,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,4,0.089424692094326,1780203170027,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,5,0.1157439202070236,1780203245786,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,6,0.2246285378932953,1780203345823,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,7,0.1687579452991485,1780203422807,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,8,0.1044645011425018,1780203504390,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,9,0.1889511197805404,1780203582801,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,10,0.189295545220375,1780203657601,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,11,0.2007544636726379,1780203758356,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,12,0.155939444899559,1780203839204,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,13,0.1680235415697097,1780203918297,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,14,0.0923377946019172,1780203998738,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,15,0.1356163769960403,1780204077451,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,16,0.0564640946686267,1780204177865,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,17,0.0877746865153312,1780204257940,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,18,0.0849849581718444,1780204335228,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,19,0.0771733149886131,1780204408978,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,20,0.1033911406993866,1780204483627,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,21,0.0649768486618995,1780204581639,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,22,0.0655367374420166,1780204654369,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,23,0.0604661181569099,1780204727972,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,24,0.0590503998100757,1780204802807,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,25,0.0450710617005825,1780204879085,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,26,0.0511754304170608,1780204978872,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,27,0.0393765904009342,1780205053491,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,28,0.0473063103854656,1780205129519,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,29,0.05690224096179,1780205201904,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,30,0.0575291216373443,1780205277869,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,31,0.0515607111155986,1780205379362,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,32,0.0520462058484554,1780205453445,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,33,0.0414652489125728,1780205527329,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,34,0.0227629952132701,1780205599074,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,35,0.0406531132757663,1780205674819,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,36,0.0380776114761829,1780205774746,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,37,0.046788178384304,1780205848638,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,38,0.0358023419976234,1780205924588,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Batch Best,Loss: Batch Best,127,39,0.0524573326110839,1780205996375,get_metrics
