project,experiment_name,experiment_key,metric,comet_metric,top_k,step,value,timestamp,download_source
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,0,0.368435800075531,1780202843435,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,1,0.3665711283683777,1780202949383,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,2,0.3776552081108093,1780203020585,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,3,0.3663407564163208,1780203094182,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,4,0.3592352271080017,1780203170028,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,5,0.3515048921108246,1780203245786,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,6,0.3529824316501617,1780203345823,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,7,0.3660513162612915,1780203422807,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,8,0.3595572710037231,1780203504390,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,9,0.3398619592189789,1780203582801,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,10,0.3497223556041717,1780203657602,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,11,0.3446699678897857,1780203758356,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,12,0.337729811668396,1780203839204,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,13,0.3328324854373932,1780203918297,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,14,0.2971277236938476,1780203998738,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,15,0.2855797410011291,1780204077451,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,16,0.2660980820655823,1780204177865,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,17,0.2512722611427307,1780204257941,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,18,0.2258442491292953,1780204335228,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,19,0.2128142267465591,1780204408978,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,20,0.1981531232595443,1780204483627,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,21,0.1752615422010421,1780204581639,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,22,0.1556340306997299,1780204654369,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,23,0.1348249912261963,1780204727972,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,24,0.1233411878347396,1780204802807,get_metrics
logic-circuit-ablation-full,Logic_Circuit_Ablation_Full_2026-05-31 06:46:06,54397c856f9545b5b2286d4674102611,Loss: Top-K Average,Loss: Top-127 Average,127,25,0.1120645850896835,1780204879085,get_metrics
