project,experiment_name,experiment_key,metric,step,value,timestamp,download_source
logic-circuit-ablation-no-sil,Logic_Circuit_Ablation_No_SIL_2026-05-26 09:12:27,07843aeceee04243811fc8fd1c758bfe,Loss: Batch Best,0,0.2223961502313614,1779779619018,get_metrics
logic-circuit-ablation-no-sil,Logic_Circuit_Ablation_No_SIL_2026-05-26 09:12:27,07843aeceee04243811fc8fd1c758bfe,Loss: Batch Best,1,0.210650622844696,1779779697456,get_metrics
logic-circuit-ablation-no-sil,Logic_Circuit_Ablation_No_SIL_2026-05-26 09:12:27,07843aeceee04243811fc8fd1c758bfe,Loss: Batch Best,2,0.145753875374794,1779779754235,get_metrics
logic-circuit-ablation-no-sil,Logic_Circuit_Ablation_No_SIL_2026-05-26 09:12:27,07843aeceee04243811fc8fd1c758bfe,Loss: Batch Best,3,0.1488856524229049,1779779811345,get_metrics
logic-circuit-ablation-no-sil,Logic_Circuit_Ablation_No_SIL_2026-05-26 09:12:27,07843aeceee04243811fc8fd1c758bfe,Loss: Batch Best,4,0.2029411196708679,1779779869493,get_metrics
logic-circuit-ablation-no-sil,Logic_Circuit_Ablation_No_SIL_2026-05-26 09:12:27,07843aeceee04243811fc8fd1c758bfe,Loss: Batch Best,5,0.1519554108381271,1779779928907,get_metrics
logic-circuit-ablation-no-sil,Logic_Circuit_Ablation_No_SIL_2026-05-26 09:12:27,07843aeceee04243811fc8fd1c758bfe,Loss: Batch Best,6,0.1822259277105331,1779780014484,get_metrics
logic-circuit-ablation-no-sil,Logic_Circuit_Ablation_No_SIL_2026-05-26 09:12:27,07843aeceee04243811fc8fd1c758bfe,Loss: Batch Best,7,0.1646598279476165,1779780075701,get_metrics
logic-circuit-ablation-no-sil,Logic_Circuit_Ablation_No_SIL_2026-05-26 09:12:27,07843aeceee04243811fc8fd1c758bfe,Loss: Batch Best,8,0.1740197241306305,1779780137090,get_metrics
logic-circuit-ablation-no-sil,Logic_Circuit_Ablation_No_SIL_2026-05-26 09:12:27,07843aeceee04243811fc8fd1c758bfe,Loss: Batch Best,9,0.2056854367256164,1779780201244,get_metrics
logic-circuit-ablation-no-sil,Logic_Circuit_Ablation_No_SIL_2026-05-26 09:12:27,07843aeceee04243811fc8fd1c758bfe,Loss: Batch Best,10,0.2062900811433792,1779780271876,get_metrics
