metricName,metricValue,timestamp,step,epoch,runContext,offset
Loss: Top-127 Average,35.62139892578125,1784807992276,0,,,-8344478632546831620
Loss: Top-127 Average,35.099246978759766,1784808253095,1,,,-6250153837529175379
Loss: Top-127 Average,35.67873001098633,1784808419133,2,,,-6382327063027805431
Loss: Top-127 Average,35.1819953918457,1784808584754,3,,,-4737634626886113608
Loss: Top-127 Average,34.029178619384766,1784808751764,4,,,-9215796115478074548
Loss: Top-127 Average,34.165435791015625,1784808916677,5,,,-5854358333072625647
Loss: Top-127 Average,34.29999542236328,1784809095727,6,,,-5221098838670099584
Loss: Top-127 Average,34.578407287597656,1784809270229,7,,,-4603108423172677908
Loss: Top-127 Average,34.18932342529297,1784809445204,8,,,-4702671409025655930
Loss: Top-127 Average,34.677452087402344,1784809614534,9,,,-7042994446583207726
Loss: Top-127 Average,34.3736572265625,1784809784740,10,,,-9041550080858801040
Loss: Top-127 Average,34.639713287353516,1784809970479,11,,,-5259316559286497534
Loss: Top-127 Average,34.740325927734375,1784810149414,12,,,-4713875079246091760
Loss: Top-127 Average,34.8742790222168,1784810322972,13,,,-217306377221184531
Loss: Top-127 Average,33.480960845947266,1784810504536,14,,,-6469829071652046138
Loss: Top-127 Average,33.413448333740234,1784810689076,15,,,-5372883579710792550
Loss: Top-127 Average,35.01199722290039,1784810894835,16,,,-8833049243978437513
Loss: Top-127 Average,33.945926666259766,1784811087128,17,,,-5033852839118834648
Loss: Top-127 Average,33.48078918457031,1784811519626,18,,,-6948946322716708065
Loss: Top-127 Average,32.72850036621094,1784811735654,19,,,-4412801297353278217
Loss: Top-127 Average,32.30611801147461,1784811965358,20,,,-8361284906872019646
Loss: Top-127 Average,32.20382308959961,1784812222130,21,,,-4486575656229347209
Loss: Top-127 Average,31.934247970581055,1784812477963,22,,,-2303517464034915780
Loss: Top-127 Average,31.36068344116211,1784812747570,23,,,-7765220992451248403
Loss: Top-127 Average,30.994707107543945,1784813032912,24,,,-8771803359914651813
Loss: Top-127 Average,30.711986541748047,1784813329755,25,,,-8226465149252008260
